02-Oct-2018,,,,,,,,,,,
iShares Russell 3000 ETF,,,,,,,,,,,
Inception Date,"May 22, 2000",,,,,,,,,,
Fund Holdings as of,"Oct 02, 2018",,,,,,,,,,
Total Net Assets,"$9,012,794,684.18",,,,,,,,,,
Number of Securities (excluding cash and derivatives),"3,025.00",,,,,,,,,,
Shares Outstanding,"52,300,000.00",,,,,,,,,,
,,,,,,,,,,,
Ticker,Name,Asset Class,Weight (%),Price,Shares,Market Value,Notional Value,Sector,SEDOL,ISIN,Exchange
FLXN,FLEXION THERAPEUTICS INC,Equity,0.00,18.09,"8,597.00","155,519.73","155,519.73",Health Care,BJ36RM8,US33938J1060,NASDAQ
HLIT,HARMONIC INC,Equity,0.00,5.50,"28,425.00","156,337.50","156,337.50",Information Technology,2510659,US4131601027,NASDAQ
PQG,PQ GROUP HOLDINGS INC,Equity,0.00,17.88,"8,722.00","155,949.36","155,949.36",Materials,BZ6CR03,US73943T1034,New York Stock Exchange Inc.
PLUG,PLUG POWER INC,Equity,0.00,1.90,"81,645.00","155,125.50","155,125.50",Industrials,2508386,US72919P2020,NASDAQ
ZS,ZSCALER INC,Equity,0.00,37.03,"4,182.00","154,859.46","154,859.46",Information Technology,BZ00V34,US98980G1022,NASDAQ
ZUMZ,ZUMIEZ INC,Equity,0.00,25.10,"6,164.00","154,716.40","154,716.40",Consumer Discretionary,B081QB7,US9898171015,NASDAQ
REVG,REV GROUP INC,Equity,0.00,14.44,"10,656.00","153,872.64","153,872.64",Industrials,BDRW1P1,US7495271071,New York Stock Exchange Inc.
SAH,SONIC AUTOMOTIVE INC CLASS A,Equity,0.00,18.65,"8,285.00","154,515.25","154,515.25",Consumer Discretionary,2125246,US83545G1022,New York Stock Exchange Inc.
VCEL,VERICEL CORP,Equity,0.00,14.00,"11,022.00","154,308.00","154,308.00",Health Care,BSBMN89,US92346J1088,NASDAQ
DXPE,DXP ENTERPRISES INC,Equity,0.00,38.75,"3,952.00","153,140.00","153,140.00",Industrials,2276627,US2333774071,NASDAQ
ACLS,AXCELIS TECHNOLOGIES INC,Equity,0.00,19.59,"7,839.00","153,566.01","153,566.01",Information Technology,BD420Q8,US0545402085,NASDAQ
DCOM,DIME COMMUNITY BANCSHARES INC,Equity,0.00,17.53,"8,717.00","152,809.01","152,809.01",Financials,2034148,US2539221083,NASDAQ
IRMD,IRADIMED CORP,Equity,0.00,33.35,"4,601.00","153,443.35","153,443.35",Health Care,BP4GNJ8,US46266A1097,NASDAQ
KEYW,KEYW HOLDING CORP,Equity,0.00,9.05,"16,904.00","152,981.20","152,981.20",Industrials,B40SY10,US4937231003,NASDAQ
AKRX,AKORN INC,Equity,0.00,5.65,"27,036.00","152,753.40","152,753.40",Health Care,2012100,US0097281069,NASDAQ
EPRT,ESSENTIAL PROPERTIES REALTY TRUST,Equity,0.00,14.15,"10,776.00","152,480.40","152,480.40",Real Estate,BFFK0X2,US29670E1073,New York Stock Exchange Inc.
FMBH,FIRST MID ILLINOIS BANCSHARES INC,Equity,0.00,39.38,"3,860.00","152,006.80","152,006.80",Financials,B016HX8,US3208661062,NASDAQ
GNBC,GREEN BANCORP INC,Equity,0.00,21.89,"6,938.00","151,872.82","151,872.82",Financials,BPPWW98,US39260X1000,NASDAQ
JOUT,JOHNSON OUTDOORS INC CLASS A,Equity,0.00,89.56,"1,700.00","152,252.00","152,252.00",Consumer Discretionary,2476847,US4791671088,NASDAQ
OSPN,ONESPAN INC,Equity,0.00,18.97,"8,014.00","152,025.58","152,025.58",Information Technology,BFNSSD4,US68287N1000,NASDAQ
JBSS,JOHN B SANFILIPPO AND SON INC,Equity,0.00,68.51,"2,229.00","152,708.79","152,708.79",Consumer Staples,2772998,US8004221078,NASDAQ
CLW,CLEARWATER PAPER CORP,Equity,0.00,29.30,"5,153.00","150,982.90","150,982.90",Materials,B3K9Z35,US18538R1032,New York Stock Exchange Inc.
PRTA,PROTHENA PLC,Equity,0.00,13.31,"11,363.00","151,241.53","151,241.53",Health Care,B91XRN2,IE00B91XRN20,NASDAQ
BBX,BBX CAPITAL CORP CLASS A,Equity,0.00,7.00,"21,626.00","151,382.00","151,382.00",Consumer Discretionary,BDG0NQ1,US05491N1046,New York Stock Exchange Inc.
KBAL,KIMBALL INTERNATIONAL INC CLASS B,Equity,0.00,16.47,"9,210.00","151,688.70","151,688.70",Industrials,2491635,US4942741038,NASDAQ
DHT,DHT HOLDINGS INC,Equity,0.00,4.89,"30,789.00","150,558.21","150,558.21",Energy,B7JB336,MHY2065G1219,New York Stock Exchange Inc.
IBCP,INDEPENDENT BANK CORP,Equity,0.00,23.76,"6,316.00","150,068.16","150,068.16",Financials,2492133,US4538386099,NASDAQ
NIHD,NII HOLDINGS INC,Equity,0.00,5.64,"26,700.00","150,588.00","150,588.00",Communication,BYR4L43,US62913F5089,NASDAQ
OLBK,OLD LINE BANCSHARES INC,Equity,0.00,30.86,"4,846.00","149,547.56","149,547.56",Financials,2968173,US67984M1009,NASDAQ
SMTA,SPIRIT MTA REIT,Equity,0.00,11.00,"13,594.00","149,534.00","149,534.00",Real Estate,BDT5705,US84861U1051,New York Stock Exchange Inc.
ORC,ORCHID ISLAND CAPITAL INC,Equity,0.00,7.22,"20,629.00","148,941.38","148,941.38",Financials,B5VKFB9,US68571X1037,New York Stock Exchange Inc.
SCVL,SHOE CARNIVAL INC,Equity,0.00,36.71,"4,046.00","148,528.66","148,528.66",Consumer Discretionary,2805474,US8248891090,NASDAQ
GDEN,GOLDEN ENTERTAINMENT INC,Equity,0.00,24.69,"5,987.00","147,819.03","147,819.03",Consumer Discretionary,BYNH8R8,US3810131017,NASDAQ
OOMA,OOMA INC,Equity,0.00,16.21,"9,130.00","147,997.30","147,997.30",Communication,BY7R2L6,US6834161019,New York Stock Exchange Inc.
SALT,SCORPIO BULKERS INC,Equity,0.00,7.21,"20,337.00","146,629.77","146,629.77",Industrials,BDDXM22,MHY7546A1221,New York Stock Exchange Inc.
AVD,AMER VANGUARD CORP,Equity,0.00,19.02,"7,706.00","146,568.12","146,568.12",Materials,2025711,US0303711081,New York Stock Exchange Inc.
CRAI,CRA INTERNATIONAL INC,Equity,0.00,48.82,"3,011.00","146,997.02","146,997.02",Industrials,2240622,US12618T1051,NASDAQ
MLAB,MESA LABORATORIES INC,Equity,0.00,185.02,795.00,"147,090.90","147,090.90",Information Technology,2553814,US59064R1095,NASDAQ
OPB,OPUS BANK,Equity,0.00,26.58,"5,527.00","146,907.66","146,907.66",Financials,BLNMST4,US6840001027,NASDAQ
VBTX,VERITEX HOLDINGS INC,Equity,0.00,27.72,"5,304.00","147,026.88","147,026.88",Financials,BRCYYB7,US9234511080,NASDAQ
TTI,TETRA TECHNOLOGIES INC,Equity,0.00,4.37,"33,420.00","146,045.40","146,045.40",Energy,2884280,US88162F1057,New York Stock Exchange Inc.
TCX,TUCOWS INC,Equity,0.00,55.05,"2,657.00","146,267.85","146,267.85",Information Technology,BHCQVP6,US8986972060,NASDAQ
JCP,JC PENNEY INC,Equity,0.00,1.56,"93,172.00","145,348.32","145,348.32",Consumer Discretionary,2680303,US7081601061,New York Stock Exchange Inc.
GLYC,GLYCOMIMETICS INC,Equity,0.00,14.41,"10,056.00","144,906.96","144,906.96",Health Care,BG3G1D6,US38000Q1022,NASDAQ
HCI,HCI GROUP INC,Equity,0.00,44.85,"3,216.00","144,237.60","144,237.60",Financials,BBN23F5,US40416E1038,New York Stock Exchange Inc.
PGNX,PROGENICS PHARMACEUTICALS INC,Equity,0.00,6.16,"23,369.00","143,953.04","143,953.04",Health Care,2152501,US7431871067,NASDAQ
TPIC,TPI COMPOSITES INC,Equity,0.00,28.56,"5,039.00","143,913.84","143,913.84",Industrials,BYYGK12,US87266J1043,NASDAQ
TENB,TENABLE HOLDINGS INC,Equity,0.00,37.76,"3,810.00","143,865.60","143,865.60",Information Technology,BF7J7N6,US88025T1025,NASDAQ
VRTV,VERITIV CORP,Equity,0.00,35.90,"4,025.00","144,497.50","144,497.50",Industrials,BNBKSP0,US9234541020,New York Stock Exchange Inc.
PYX,PYXUS INTERNATIONAL INC,Equity,0.00,26.47,"5,425.00","143,599.75","143,599.75",Consumer Staples,BF7MHM4,US74737V1061,New York Stock Exchange Inc.
FSB,FRANKLIN FINANCIAL NETWORK INC,Equity,0.00,37.82,"3,789.00","143,299.98","143,299.98",Financials,B84SJL9,US35352P1049,New York Stock Exchange Inc.
RVI,RETAIL VALUE INC,Equity,0.00,31.44,"4,557.00","143,272.08","143,272.08",Real Estate,BD6R191,US76133Q1022,New York Stock Exchange Inc.
TG,TREDEGAR CORP,Equity,0.00,21.56,"6,650.00","143,374.00","143,374.00",Materials,2903345,US8946501009,New York Stock Exchange Inc.
FRO,FRONTLINE LTD,Equity,0.00,6.17,"23,034.00","142,119.78","142,119.78",Energy,BYXHS34,BMG3682E1921,New York Stock Exchange Inc.
EBF,ENNIS INC,Equity,0.00,19.23,"7,398.00","142,263.54","142,263.54",Industrials,2316103,US2933891028,New York Stock Exchange Inc.
WSR,WHITESTONE REIT,Equity,0.00,13.62,"10,485.00","142,805.70","142,805.70",Real Estate,B6452T5,US9660842041,New York Stock Exchange Inc.
OXFD,OXFORD IMMUNOTEC GLOBAL PLC,Equity,0.00,16.70,"8,446.00","141,048.20","141,048.20",Health Care,BGFBB95,GB00BGFBB958,NASDAQ
ETH,ETHAN ALLEN INC,Equity,0.00,20.51,"6,914.00","141,806.14","141,806.14",Consumer Discretionary,2320825,US2976021046,New York Stock Exchange Inc.
AMEH,APOLLO MEDICAL HOLDINGS INC,Equity,0.00,18.84,"7,435.00","140,075.40","140,075.40",Health Care,BX3SQS1,US03763A2078,NASDAQ
CUTR,CUTERA INC,Equity,0.00,30.05,"4,636.00","139,311.80","139,311.80",Health Care,2839741,US2321091082,NASDAQ
EZPW,EZCORP NON VOTING INC CLASS A,Equity,0.00,10.37,"13,470.00","139,683.90","139,683.90",Financials,2326287,US3023011063,NASDAQ
MPAA,MOTORCAR PARTS OF AMERICA INC,Equity,0.00,22.82,"6,127.00","139,818.14","139,818.14",Consumer Discretionary,2861993,US6200711009,NASDAQ
SNR,NEW SENIOR INVESTMENT GROUP INC,Equity,0.00,5.63,"24,759.00","139,393.17","139,393.17",Real Estate,BRWZXS0,US6486911034,New York Stock Exchange Inc.
AKCA,AKCEA THERAPEUTICS INC,Equity,0.00,31.16,"4,463.00","139,067.08","139,067.08",Health Care,BF47GP8,US00972L1070,NASDAQ
CATO,CATO CORP CLASS A,Equity,0.00,18.08,"7,666.00","138,601.28","138,601.28",Consumer Discretionary,2180438,US1492051065,New York Stock Exchange Inc.
TACO,DEL TACO RESTAURANTS INC,Equity,0.00,11.35,"12,201.00","138,481.35","138,481.35",Consumer Discretionary,BYTJZG6,US2454961044,NASDAQ
DERM,DERMIRA INC,Equity,0.00,11.50,"12,086.00","138,989.00","138,989.00",Health Care,BQZJ3G0,US24983L1044,NASDAQ
HCKT,HACKETT GROUP INC,Equity,0.00,19.77,"7,009.00","138,567.93","138,567.93",Information Technology,2249254,US4046091090,NASDAQ
ILPT,INDUSTRIAL LOGISTICS PROPERTIES TR,Equity,0.00,22.87,"6,071.00","138,843.77","138,843.77",Real Estate,BFFK7S6,US4562371066,NASDAQ
LQDA,LIQUIDIA TECHNOLOGIES INC,Equity,0.00,30.00,"4,629.00","138,870.00","138,870.00",Health Care,BYVJ8J8,US53635D2027,NASDAQ
SPAR,SPARTAN MOTORS INC,Equity,0.00,14.39,"9,676.00","139,237.64","139,237.64",Industrials,2832535,US8468191007,NASDAQ
AAOI,APPLIED OPTOELECTRONICS INC,Equity,0.00,23.36,"5,897.00","137,753.92","137,753.92",Information Technology,BDW0D09,US03823U1025,NASDAQ
SLDB,SOLID BIOSCIENCES INC,Equity,0.00,42.57,"3,243.00","138,054.51","138,054.51",Health Care,BFFXYQ2,US83422E1055,NASDAQ
ESIO,ELECTRO SCIENTIFIC INDUSTRIES INC,Equity,0.00,17.01,"8,041.00","136,777.41","136,777.41",Information Technology,2310440,US2852291002,NASDAQ
EIGI,ENDURANCE INTERNATIONAL GROUP HOLD,Equity,0.00,8.45,"16,252.00","137,329.40","137,329.40",Information Technology,BFRBX78,US29272B1052,NASDAQ
GOOD,GLADSTONE COMMERCIAL REIT CORP,Equity,0.00,18.92,"7,219.00","136,583.48","136,583.48",Real Estate,2918479,US3765361080,NASDAQ
LMNR,LIMONEIRA,Equity,0.00,25.41,"5,389.00","136,934.49","136,934.49",Consumer Staples,2101763,US5327461043,NASDAQ
MOFG,MIDWESTONE FINANCIAL GROUP INC,Equity,0.00,33.06,"4,144.00","137,000.64","137,000.64",Financials,2987178,US5985111039,NASDAQ
RCKT,ROCKET PHARMACEUTICALS INC,Equity,0.00,21.90,"6,253.00","136,940.70","136,940.70",Health Care,BDFKQ07,US77313F1066,NASDAQ
SIEB,SIEBERT FINANCIAL CORP,Equity,0.00,13.83,"9,874.00","136,557.42","136,557.42",Financials,2799384,US8261761097,NASDAQ
ADRO,ADURO BIOTECH INC,Equity,0.00,6.25,"21,836.00","136,365.82","136,365.82",Health Care,BWTVW89,US00739L1017,NASDAQ
ALDX,ALDEYRA THERAPEUTICS INC,Equity,0.00,13.29,"10,247.00","136,182.63","136,182.63",Health Care,BLD36T3,US01438T1060,NASDAQ
REX,REX AMERICAN RESOURCES CORP,Equity,0.00,75.85,"1,792.00","135,923.20","135,923.20",Energy,2063670,US7616241052,New York Stock Exchange Inc.
GHL,GREENHILL INC,Equity,0.00,26.51,"5,084.00","134,776.84","134,776.84",Financials,B00G8B4,US3952591044,New York Stock Exchange Inc.
BHB,BAR HARBOR BANKSHARES,Equity,0.00,27.78,"4,857.00","134,927.46","134,927.46",Financials,2618111,US0668491006,Nyse Mkt Llc
DZSI,DASAN ZHONE SOLUTIONS INC,Equity,0.00,15.15,"8,917.00","135,092.55","135,092.55",Information Technology,BF01YG1,US23305L2060,NASDAQ
KE,KIMBALL ELECTRONICS INC,Equity,0.00,19.58,"6,925.00","135,591.50","135,591.50",Information Technology,BRKFN59,US49428J1097,NASDAQ
PACB,PACIFIC BIOSCIENCES OF CALIFORNIA,Equity,0.00,4.80,"28,222.00","135,465.60","135,465.60",Health Care,B4N8MH9,US69404D1081,NASDAQ
QTNA,QUANTENNA COMMUNICATIONS INC,Equity,0.00,17.48,"7,739.00","135,277.72","135,277.72",Information Technology,BD3WGB6,US74766D1000,NASDAQ
TTEC,TTEC HOLDINGS INC,Equity,0.00,25.52,"5,296.00","135,153.92","135,153.92",Information Technology,BF950B1,US89854H1023,NASDAQ
ARQL,ARQULE INC,Equity,0.00,5.14,"26,059.00","133,943.26","133,943.26",Health Care,2053994,US04269E1073,NASDAQ
DHIL,DIAMOND HILL INVESTMENT GROUP INC,Equity,0.00,165.19,812.00,"134,134.28","134,134.28",Financials,2801137,US25264R2076,NASDAQ
UUUU,ENERGY FUELS INC,Equity,0.00,3.32,"40,286.00","133,749.52","133,749.52",Energy,BFV4XW8,CA2926717083,Nyse Mkt Llc
PI,IMPINJ INC,Equity,0.00,24.98,"5,344.00","133,493.12","133,493.12",Information Technology,BYYGJZ9,US4532041096,NASDAQ
MYRG,MYR GROUP INC,Equity,0.00,32.77,"4,082.00","133,767.14","133,767.14",Industrials,B3CLS18,US55405W1045,NASDAQ
OSTK,OVERSTOCK COM INC,Equity,0.00,26.55,"5,019.00","133,254.45","133,254.45",Consumer Discretionary,2855930,US6903701018,NASDAQ
VECO,VEECO INSTRUMENTS INC,Equity,0.00,10.49,"12,752.00","133,768.48","133,768.48",Information Technology,2938422,US9224171002,NASDAQ
WMK,WEIS MARKETS INC,Equity,0.00,42.81,"3,122.00","133,652.82","133,652.82",Consumer Staples,2946845,US9488491047,New York Stock Exchange Inc.
RDNT,RADNET INC,Equity,0.00,14.44,"9,188.00","132,674.72","132,674.72",Health Care,B1JNG19,US7504911022,NASDAQ
HIBB,HIBBETT SPORTS INC,Equity,0.00,17.98,"7,375.00","132,602.50","132,602.50",Consumer Discretionary,2428376,US4285671016,NASDAQ
GTS,TRIPLE S MANAGEMENT CORP CLASS B,Equity,0.00,19.13,"6,909.00","132,169.17","132,169.17",Health Care,B29GJQ1,PR8967491088,New York Stock Exchange Inc.
CLAR,CLARUS CORP,Equity,0.00,11.23,"11,691.00","131,289.93","131,289.93",Consumer Discretionary,BF5QHG2,US18270P1093,NASDAQ
OSBC,OLD SECOND BANCORP INC,Equity,0.00,15.13,"8,705.00","131,706.65","131,706.65",Financials,2658429,US6802771005,NASDAQ
PEBO,PEOPLES BANCORP INC,Equity,0.00,33.99,"3,876.00","131,745.24","131,745.24",Financials,2679419,US7097891011,NASDAQ
STML,STEMLINE THERAPEUTICS INC,Equity,0.00,16.89,"7,798.00","131,708.22","131,708.22",Health Care,B8F98G9,US85858C1071,NASDAQ
ASPS,ALTISOURCE PORTFOLIO SOLUTIONS SA,Equity,0.00,31.98,"4,099.00","131,086.02","131,086.02",Real Estate,B3VL8R5,LU0445408270,NASDAQ
ESND,ESSENDANT INC,Equity,0.00,12.70,"10,263.00","130,340.10","130,340.10",Industrials,BY4K7X5,US2966891028,NASDAQ
ENPH,ENPHASE ENERGY INC,Equity,0.00,4.99,"25,936.00","129,420.64","129,420.64",Industrials,B65SQW4,US29355A1079,NASDAQ
FMAO,FARMERS AND MERCHANTS BANCORP INC,Equity,0.00,43.01,"3,014.00","129,632.14","129,632.14",Financials,2120865,US30779N1054,NASDAQ
NVEC,NVE CORP,Equity,0.00,102.70,"1,263.00","129,710.10","129,710.10",Information Technology,2072126,US6294452064,NASDAQ
QCRH,QCR HOLDINGS INC,Equity,0.00,39.16,"3,310.00","129,619.60","129,619.60",Financials,2714257,US74727A1043,NASDAQ
ZFGN,ZAFGEN INC,Equity,0.00,10.98,"11,822.00","129,805.56","129,805.56",Health Care,BN898D8,US98885E1038,NASDAQ
AXDX,ACCELERATE DIAGNOSTICS INC,Equity,0.00,20.49,"6,275.00","128,574.75","128,574.75",Health Care,B8QZWL9,US00430H1023,NASDAQ
BBSI,BARRETT BUSINESS SERVICES INC,Equity,0.00,64.53,"1,995.00","128,737.35","128,737.35",Industrials,2082675,US0684631080,NASDAQ
PTSI,PAM TRANSPORTATION SERVICES INC,Equity,0.00,63.16,"2,036.00","128,593.76","128,593.76",Industrials,2669090,US6931491061,NASDAQ
IVC,INVACARE CORP,Equity,0.00,14.23,"9,023.00","128,397.29","128,397.29",Health Care,2467971,US4612031017,New York Stock Exchange Inc.
PDLI,PDL BIOPHARMA INC,Equity,0.00,2.57,"49,953.00","128,379.21","128,379.21",Health Care,2706704,US69329Y1047,NASDAQ
VRAY,VIEWRAY INC,Equity,0.00,9.50,"13,454.00","127,813.00","127,813.00",Health Care,BYSGPK2,US92672L1070,NASDAQ
WMIH,WMIH CORP,Equity,0.00,1.37,"93,453.00","128,030.61","128,030.61",Financials,B7GWVR2,US92936P1003,NASDAQ
ARII,AMERICAN RAILCAR INDUSTRIES INC,Equity,0.00,46.11,"2,765.00","127,494.15","127,494.15",Industrials,B0WR837,US02916P1030,NASDAQ
KIN,KINDRED BIOSCIENCES INC,Equity,0.00,13.24,"9,607.00","127,196.68","127,196.68",Health Care,BH3XG40,US4945771099,NASDAQ
STFC,STATE AUTO FINANCIAL CORP,Equity,0.00,29.81,"4,262.00","127,050.22","127,050.22",Financials,2841898,US8557071052,NASDAQ
WMC,WESTERN ASSET MORTGAGE CAPITAL REI,Equity,0.00,9.99,"12,733.00","127,202.67","127,202.67",Financials,B8421W6,US95790D1054,New York Stock Exchange Inc.
ACHN,ACHILLION PHARMACEUTICALS INC,Equity,0.00,3.87,"32,631.00","126,281.97","126,281.97",Health Care,B17T9T8,US00448Q2012,NASDAQ
AHT,ASHFORD HOSPITALITY TRUST REIT INC,Equity,0.00,5.99,"21,014.00","125,873.86","125,873.86",Real Estate,2310116,US0441031095,New York Stock Exchange Inc.
CELC,CELCUITY INC,Equity,0.00,28.88,"4,365.00","126,061.20","126,061.20",Health Care,BDH6M05,US15102K1007,NASDAQ
IPI,INTREPID POTASH INC,Equity,0.00,3.52,"35,728.00","125,762.56","125,762.56",Materials,B2QVR76,US46121Y1029,New York Stock Exchange Inc.
ONDK,ON DECK CAPITAL INC,Equity,0.00,7.25,"17,414.00","126,251.50","126,251.50",Financials,BTC3270,US6821631008,New York Stock Exchange Inc.
RBCAA,REPUBLIC BANCORP INC CLASS A,Equity,0.00,44.82,"2,816.00","126,213.12","126,213.12",Financials,2277114,US7602812049,NASDAQ
REI,RING ENERGY INC,Equity,0.00,8.72,"14,469.00","126,169.68","126,169.68",Energy,B1TGYD6,US76680V1089,Nyse Mkt Llc
CSTE,CAESARSTONE LTD,Equity,0.00,17.95,"6,974.00","125,183.30","125,183.30",Industrials,B796245,IL0011259137,NASDAQ
MITT,AG MORTGAGE INVESTMENT TRUST REIT,Equity,0.00,18.09,"6,949.00","125,707.41","125,707.41",Financials,B4NKX38,US0012281053,New York Stock Exchange Inc.
CLNE,CLEAN ENERGY FUELS CORP,Equity,0.00,2.53,"49,483.00","125,191.99","125,191.99",Energy,B1Y1PC2,US1844991018,NASDAQ
SYBX,SYNLOGIC INC,Equity,0.00,14.40,"8,678.00","124,963.20","124,963.20",Health Care,BF257T5,US87166L1008,NASDAQ
WNEB,WESTERN NEW ENGLAND BANCORP INC,Equity,0.00,10.48,"11,967.00","125,414.16","125,414.16",Financials,BZCNLM0,US9588921018,NASDAQ
GFF,GRIFFON CORP,Equity,0.00,15.34,"8,098.00","124,223.32","124,223.32",Industrials,2463344,US3984331021,New York Stock Exchange Inc.
CMRE,COSTAMARE INC,Equity,0.00,6.05,"20,533.00","124,224.65","124,224.65",Industrials,B566T98,MHY1771G1026,New York Stock Exchange Inc.
ADMS,ADAMAS PHARMACEUTICALS INC,Equity,0.00,19.57,"6,355.00","124,367.35","124,367.35",Health Care,BL25XY4,US00548A1060,NASDAQ
BLBD,BLUE BIRD CORP,Equity,0.00,24.84,"5,022.00","124,746.48","124,746.48",Industrials,BW0FQV1,US0953061068,NASDAQ
FRBK,REPUBLIC FIRST BANCORP INC,Equity,0.00,6.89,"18,102.00","124,722.78","124,722.78",Financials,2421546,US7604161072,NASDAQ
SONA,SOUTHERN NATIONAL BANCORP OF VIRGI,Equity,0.00,15.96,"7,768.00","123,977.28","123,977.28",Financials,B1GH4K9,US8433951048,NASDAQ
BZH,BEAZER HOMES INC,Equity,0.00,10.98,"11,228.00","123,283.44","123,283.44",Consumer Discretionary,B8KHZT0,US07556Q8814,New York Stock Exchange Inc.
HCCI,HERITAGE CRYSTAL INC,Equity,0.00,20.55,"5,996.00","123,217.80","123,217.80",Industrials,B2Q96P1,US42726M1062,NASDAQ
MODN,MODEL N INC,Equity,0.00,15.69,"7,888.00","123,762.72","123,762.72",Information Technology,B94Z434,US6075251024,New York Stock Exchange Inc.
PDVW,PDVWIRELESS INC,Equity,0.00,35.29,"3,490.00","123,162.10","123,162.10",Communication,BYP4ZG5,US69290R1041,NASDAQ
QNST,QUINSTREET INC,Equity,0.00,13.35,"9,226.00","123,167.10","123,167.10",Communication,B3PGPB9,US74874Q1004,NASDAQ
AKBA,AKEBIA THERAPEUTICS INC,Equity,0.00,8.62,"14,204.00","122,438.48","122,438.48",Health Care,BKKMP44,US00972D1054,NASDAQ
PAR,PAR TECHNOLOGY CORP,Equity,0.00,23.57,"5,202.00","122,611.14","122,611.14",Information Technology,2670036,US6988841036,New York Stock Exchange Inc.
RECN,RESOURCES CONNECTION INC,Equity,0.00,16.55,"7,380.00","122,139.00","122,139.00",Industrials,2697853,US76122Q1058,NASDAQ
WTTR,SELECT ENERGY SERVICES INC CLASS A,Equity,0.00,12.08,"10,137.00","122,454.96","122,454.96",Energy,BDHSLL5,US81617J3014,New York Stock Exchange Inc.
USAT,USA TECHNOLOGIES INC,Equity,0.00,7.37,"16,616.00","122,459.92","122,459.92",Information Technology,B0Z7XX9,US90328S5001,NASDAQ
OMN,OMNOVA SOLUTIONS INC,Equity,0.00,9.52,"12,824.00","122,084.48","122,084.48",Materials,2494720,US6821291019,New York Stock Exchange Inc.
NSSC,NAPCO SECURITY TECHNOLOGIES INC,Equity,0.00,14.69,"8,281.00","121,647.89","121,647.89",Information Technology,2622253,US6304021057,NASDAQ
VPG,VISHAY PRECISION GROUP INC,Equity,0.00,36.63,"3,332.00","122,051.16","122,051.16",Information Technology,B603LG3,US92835K1034,New York Stock Exchange Inc.
BRS,BRISTOW GROUP INC,Equity,0.00,11.97,"10,101.00","120,908.97","120,908.97",Energy,2656229,US1103941035,New York Stock Exchange Inc.
COWN,COWEN INC CLASS A,Equity,0.00,17.11,"7,052.00","120,659.72","120,659.72",Financials,BZ1J497,US2236226062,NASDAQ
CASA,CASA SYSTEMS INC,Equity,0.00,14.26,"8,432.00","120,240.32","120,240.32",Information Technology,BFB4889,US14713L1026,NASDAQ
AROW,ARROW FINANCIAL CORP,Equity,0.00,35.87,"3,344.00","119,949.28","119,949.28",Financials,2051374,US0427441029,NASDAQ
DCO,DUCOMMUN INC,Equity,0.00,39.69,"2,990.00","118,673.10","118,673.10",Industrials,2283229,US2641471097,New York Stock Exchange Inc.
HAYN,HAYNES INTERNATIONAL INC,Equity,0.00,35.32,"3,363.00","118,781.16","118,781.16",Materials,B02WVH7,US4208772016,NASDAQ
KIDS,ORTHOPEDIATRICS CORP,Equity,0.00,36.63,"3,241.00","118,717.83","118,717.83",Health Care,BYWL5L4,US68752L1008,NASDAQ
AMR,ALTA MESA RESOURCES INC CLASS A,Equity,0.00,4.11,"28,781.00","118,289.91","118,289.91",Energy,BG20612,US02133L1098,NASDAQ
NNBR,NN INC,Equity,0.00,15.28,"7,717.00","117,915.76","117,915.76",Industrials,2620558,US6293371067,NASDAQ
BKS,BARNES AND NOBLE INC,Equity,0.00,5.55,"21,268.00","118,037.40","118,037.40",Consumer Discretionary,2081144,US0677741094,New York Stock Exchange Inc.
CTT,CATCHMARK TIMBER TRUST INC TRUST C,Equity,0.00,11.12,"10,579.00","117,638.48","117,638.48",Real Estate,BH667R6,US14912Y2028,New York Stock Exchange Inc.
EVOP,EVO PAYMENTS INC CLASS A,Equity,0.00,23.95,"4,917.00","117,762.15","117,762.15",Information Technology,BG5NSM3,US26927E1047,NASDAQ
FISI,FINANCIAL INSTITUTIONS INC,Equity,0.00,30.50,"3,875.00","118,187.50","118,187.50",Financials,2596949,US3175854047,NASDAQ
IIPR,INNOVATIVE INDUSTRIAL PROPERTIES I,Equity,0.00,46.55,"2,544.00","118,423.20","118,423.20",Real Estate,BD0NN55,US45781V1017,New York Stock Exchange Inc.
NLS,NAUTILUS INC,Equity,0.00,13.71,"8,629.00","118,303.59","118,303.59",Consumer Discretionary,2415936,US63910B1026,New York Stock Exchange Inc.
TGH,TEXTAINER GROUP HOLDINGS LTD,Equity,0.00,12.50,"9,424.00","117,800.00","117,800.00",Industrials,B054DS5,BMG8766E1093,New York Stock Exchange Inc.
UCTT,ULTRA CLEAN HOLDINGS INC,Equity,0.00,12.43,"9,441.00","117,351.63","117,351.63",Information Technology,B00G0F2,US90385V1070,NASDAQ
SIEN,SIENTRA INC,Equity,0.00,23.43,"4,985.00","116,798.55","116,798.55",Health Care,BRTNNX2,US82621J1051,NASDAQ
OCN,OCWEN FINANCIAL CORP,Equity,0.00,4.01,"29,019.00","116,366.19","116,366.19",Financials,B14PL71,US6757463095,New York Stock Exchange Inc.
APTX,APTINYX INC,Equity,0.00,28.88,"4,029.00","116,357.52","116,357.52",Health Care,BFXGKR6,US03836N1037,NASDAQ
ABUS,ARBUTUS BIOPHARMA CORP,Equity,0.00,9.39,"12,337.00","115,844.43","115,844.43",Health Care,BZ0QMB7,CA03879J1003,NASDAQ
